Date_Time;Temp_C;Po_mmHg;Pground_mmHg;Rh_percent;WindDirection;MeanWindSpeed_mSec;MinTemp_C;MaxTemp_C;Precipitation_mm
12.12.2012 10:00;7.6;757.9;764.2;56;Wind blowing from the north-east;3;;;
12.12.2012 07:00;4.5;756.4;762.9;63;Wind blowing from the north-east;3;3.4;;0.2
12.12.2012 04:00;3.7;755.4;761.8;71;Wind blowing from the north-northwest;2;;;
12.12.2012 01:00;4.6;755;761.4;69;Wind blowing from the north-northwest;2;;;0.2
11.12.2012 22:00;5.6;754.6;761;59;Wind blowing from the north-east;3;;;
11.12.2012 19:00;7.9;753.8;760.1;51;Wind blowing from the north-east;1;;12.5;0.6
11.12.2012 16:00;12.3;752.6;758.8;37;Calm, no wind;0;;;
11.12.2012 13:00;11.4;752;758.2;47;Wind blowing from the north-northeast;2;;;0.4
11.12.2012 10:00;8.2;751.7;758;81;Wind blowing from the north-east;2;;;
11.12.2012 07:00;5.9;749.7;756.1;84;Wind blowing from the north-northeast;3;5.7;;2
11.12.2012 04:00;7.2;747.2;753.4;80;Wind blowing from the north-northwest;4;;;
11.12.2012 01:00;9.4;745.9;752.1;86;Wind blowing from the west-northwest;2;;;1
10.12.2012 22:00;11.7;746.6;752.7;74;Wind blowing from the west-southwest;9;;;
10.12.2012 19:00;9.7;748.6;754.8;89;Wind blowing from the north-northwest;1;;9.9;4
10.12.2012 16:00;8;750.3;756.6;94;Wind blowing from the north-east;1;;;
10.12.2012 13:00;8.4;752.4;758.7;87;Wind blowing from the south;3;;;0.8
10.12.2012 10:00;5;754.9;761.3;55;Wind blowing from the north-east;1;;;
08.12.2012 19:00;8;745;751.3;71;Wind blowing from the north-northwest;2;;12.3;4
08.12.2012 16:00;11.2;744.2;750.4;59;Wind blowing from the south;1;;;
08.12.2012 13:00;11.2;744.2;750.4;67;Wind blowing from the west-southwest;4;;;4
08.12.2012 10:00;10.4;744.2;750.4;92;Wind blowing from the south-southwest;1;;;
08.12.2012 07:00;9.4;744.3;750.5;95;Wind blowing from the south-southeast;1;8.6;;28
08.12.2012 04:00;10.9;744.3;750.4;87;Wind blowing from the west;8;;;
08.12.2012 01:00;10.6;748;754.3;89;Wind blowing from the west;6;;;14
07.12.2012 22:00;12.4;750.2;756.4;63;Wind blowing from the south-west;3;;;
07.12.2012 19:00;8.9;752;758.2;93;Wind blowing from the south-southeast;1;;12.7;3
07.12.2012 16:00;10;752.8;759.2;84;Wind blowing from the north-east;1;;;
07.12.2012 13:00;11.8;753.9;760.2;64;Wind blowing from the south-southeast;2;;;No precipitation
07.12.2012 10:00;6.2;755.4;761.8;59;Wind blowing from the north-east;2;;;
07.12.2012 07:00;2;754.8;761.2;80;Wind blowing from the north-northwest;1;0.4;;No precipitation
07.12.2012 01:00;2.7;753.5;760;78;Wind blowing from the north;2;;;No precipitation
06.12.2012 22:00;4.9;753.1;759.4;69;Wind blowing from the north-northwest;2;;;
06.12.2012 19:00;6;751.6;758;73;Wind blowing from the north-northeast;1;;11.6;0.2
06.12.2012 16:00;10.3;750.2;756.5;52;Wind blowing from the north-east;2;;;
06.12.2012 13:00;9.9;749.6;755.8;56;Wind blowing from the north-east;2;;;0.2
06.12.2012 10:00;6.9;749.4;755.8;70;Wind blowing from the north-northeast;2;;;
06.12.2012 07:00;2;748.7;755.2;93;Wind blowing from the north;1;1.6;;1
06.12.2012 04:00;2.6;748.2;754.6;95;Wind blowing from the north-west;1;;;
06.12.2012 01:00;4.1;747.8;754.2;95;Wind blowing from the north-east;1;;;1
05.12.2012 22:00;4.4;747.3;753.7;90;Wind blowing from the west;2;;;
05.12.2012 19:00;8.3;746.3;752.6;86;Wind blowing from the north-east;2;;14.7;3
05.12.2012 16:00;9.6;746.4;752.6;79;Wind blowing from the south-southwest;1;;;
05.12.2012 13:00;13.4;746.7;752.9;46;Wind blowing from the west-northwest;3;;;No precipitation
05.12.2012 10:00;11.4;747.7;753.9;62;Wind blowing from the north-east;0;;;
05.12.2012 07:00;8.6;746.4;752.7;81;Wind blowing from the south-southeast;1;7.6;;8
05.12.2012 04:00;9.8;746.2;752.5;77;Wind blowing from the north-west;5;;;
05.12.2012 01:00;13.2;745.3;751.4;68;Wind blowing from the west;7;;;8
04.12.2012 22:00;11.3;746.2;752.4;84;Wind blowing from the south-southeast;0;;;
04.12.2012 19:00;15;746.8;753;70;Wind blowing from the west-southwest;6;;15.5;13
04.12.2012 16:00;11.9;748.8;755;91;Wind blowing from the west;5;;;
04.12.2012 13:00;13.9;751.1;757.3;90;Wind blowing from the south;2;;;2
04.12.2012 10:00;10.5;753.4;759.7;76;Wind blowing from the south-west;1;;;
04.12.2012 07:00;6.8;754.6;761;66;Wind blowing from the north-northeast;1;0.4;;No precipitation
04.12.2012 04:00;3.8;755.8;762.3;81;Wind blowing from the north-northeast;1;;;
04.12.2012 01:00;3.2;756.9;763.4;80;Wind blowing from the north-northeast;1;;;No precipitation
03.12.2012 22:00;4.8;757.4;763.8;74;Wind blowing from the north-northeast;1;;;
03.12.2012 19:00;8;756.2;762.5;59;Wind blowing from the north-west;2;;12.2;No precipitation
03.12.2012 16:00;11.3;754.6;760.8;47;Wind blowing from the north-northwest;2;;;
03.12.2012 13:00;11.5;753.4;759.6;49;Wind blowing from the north;4;;;No precipitation
03.12.2012 10:00;8.3;751.9;758.2;74;Wind blowing from the north;4;;;
03.12.2012 07:00;9;749.1;755.4;75;Wind blowing from the west-northwest;6;7.9;;20
03.12.2012 04:00;8.2;747.7;754;92;Wind blowing from the west;2;;;
03.12.2012 01:00;9.3;748;754.3;90;Wind blowing from the south-southeast;1;;;7
02.12.2012 22:00;10.2;749.2;755.4;82;Wind blowing from the north;2;;;
02.12.2012 19:00;9.6;749;755.2;93;Wind blowing from the east;1;;14.4;7
02.12.2012 16:00;10.9;748.7;755;81;Wind blowing from the north-west;4;;;
02.12.2012 13:00;13;749.1;755.2;80;Wind blowing from the west-southwest;2;;;4
02.12.2012 10:00;11.3;750.6;756.8;88;Wind blowing from the north-west;2;;;
02.12.2012 07:00;9.7;750.5;756.8;93;Wind blowing from the east-northeast;3;9.5;;8
02.12.2012 04:00;10.2;750.3;756.5;90;Wind blowing from the east-northeast;2;;;
02.12.2012 01:00;10.4;751.6;757.9;93;Wind blowing from the south-east;2;;;3
01.12.2012 22:00;11;751.8;758;92;Wind blowing from the north-northwest;2;;;
01.12.2012 19:00;10.9;751.8;758.1;94;Wind blowing from the north-northeast;1;;12.8;13
01.12.2012 16:00;11.4;751.4;757.6;87;Wind blowing from the east-northeast;2;;;
01.12.2012 13:00;11.7;750.6;756.8;89;Wind blowing from the east;1;;;6
01.12.2012 10:00;9.9;751;757.3;92;Wind blowing from the north-east;1;;;
01.12.2012 07:00;9.3;749.4;755.6;94;Wind blowing from the east-northeast;1;5.4;;1
01.12.2012 04:00;7.5;748.9;755.2;88;Wind blowing from the north-northeast;1;;;
01.12.2012 01:00;6.7;749.2;755.5;88;Wind blowing from the north-northeast;1;;;No precipitation
30.11.2012 22:00;8;748.6;754.9;87;Wind blowing from the north-northeast;1;;;
30.11.2012 19:00;8.3;747.2;753.4;89;Wind blowing from the west-northwest;0;;13.4;13
30.11.2012 16:00;10;746.7;752.9;89;Wind blowing from the south-southeast;2;;;
30.11.2012 13:00;10.8;746;752.2;92;Wind blowing from the west-northwest;1;;;5
30.11.2012 10:00;12.2;745.2;751.4;82;Wind blowing from the north-northeast;4;;;
30.11.2012 04:00;12.9;742.7;748.8;73;Wind blowing from the west-southwest;4;;;
30.11.2012 01:00;12.4;742.3;748.4;100;Wind blowing from the west-southwest;7;;;12
29.11.2012 22:00;13;741.4;747.6;83;Wind blowing from the south-southwest;6;;;
29.11.2012 19:00;14.8;740.5;746.6;71;Wind blowing from the south-west;6;;16.8;6
29.11.2012 16:00;16.1;740.5;746.5;66;Wind blowing from the south-west;6;;;
29.11.2012 13:00;16.1;740.6;746.7;62;Wind blowing from the south-west;7;;;5
29.11.2012 10:00;15.6;741.2;747.3;68;Wind blowing from the south-west;6;;;
29.11.2012 07:00;12.3;741.3;747.4;84;Wind blowing from the south;4;9.7;;20
29.11.2012 04:00;13.9;741.8;747.8;68;Wind blowing from the south-west;6;;;
29.11.2012 01:00;14.7;742;748.1;62;Wind blowing from the south-west;5;;;14
28.11.2012 22:00;13;743.1;749.2;72;Wind blowing from the west-southwest;6;;;
28.11.2012 19:00;16.4;742.2;748.3;63;Wind blowing from the south-west;5;;22.6;4
28.11.2012 16:00;16.3;741.2;747.2;80;Wind blowing from the west-southwest;7;;;
28.11.2012 07:00;19.5;744.7;750.7;69;Wind blowing from the south-southeast;5;16.1;;No precipitation
28.11.2012 04:00;19.2;747;753;66;Wind blowing from the south-east;3;;;
28.11.2012 01:00;16.9;749.1;755.2;69;Wind blowing from the north;0;;;No precipitation
27.11.2012 22:00;19.2;750.4;756.4;60;Wind blowing from the south;3;;;
27.11.2012 19:00;18.4;751.4;757.4;61;Wind blowing from the south-west;1;;19;No precipitation
27.11.2012 16:00;18.4;752.2;758.3;65;Wind blowing from the south-southwest;1;;;
27.11.2012 13:00;18.7;753.4;759.6;63;Wind blowing from the south-southwest;2;;;No precipitation
27.11.2012 10:00;15.8;754.8;761;80;Wind blowing from the north-east;1;;;
27.11.2012 07:00;10.8;755;761.3;89;Wind blowing from the north-east;1;9.1;;No precipitation
27.11.2012 04:00;9.6;755.6;761.8;91;Wind blowing from the north-northwest;1;;;
27.11.2012 01:00;10.3;756.8;763;90;Wind blowing from the north;1;;;No precipitation
26.11.2012 22:00;12.3;757.5;763.8;85;Wind blowing from the north-northeast;0;;;
26.11.2012 19:00;14.4;757.8;764;84;Wind blowing from the north-east;2;;18.8;No precipitation
26.11.2012 16:00;16.9;758;764.2;73;Wind blowing from the south-southwest;2;;;
26.11.2012 13:00;18.2;758.7;764.8;59;Wind blowing from the south;2;;;No precipitation
26.11.2012 10:00;14.2;760.4;766.6;81;Wind blowing from the north-northeast;2;;;
26.11.2012 07:00;8.1;760;766.5;97;Wind blowing from the north;1;7.6;;0.2
26.11.2012 04:00;9.1;759.9;766.3;97;Wind blowing from the north;1;;;
26.11.2012 01:00;10.8;760.4;766.7;97;Wind blowing from the west-northwest;1;;;No precipitation
25.11.2012 22:00;12.4;760.7;767;93;Wind blowing from the north-northeast;0;;;
25.11.2012 19:00;14.5;760.5;766.7;87;Wind blowing from the west-northwest;2;;18.8;No precipitation
25.11.2012 16:00;16.4;760;766.3;79;Wind blowing from the north-northwest;1;;;
25.11.2012 13:00;17.5;760.6;766.8;76;Wind blowing from the north-west;1;;;No precipitation
25.11.2012 10:00;15.3;761.8;768;86;Wind blowing from the north-northeast;1;;;
25.11.2012 07:00;11.1;761.5;767.8;95;Wind blowing from the north-northwest;1;9.4;;0.2
25.11.2012 04:00;10.6;761.3;767.6;97;Wind blowing from the north-northwest;1;;;
25.11.2012 01:00;9.8;761.6;767.9;96;Wind blowing from the north-west;1;;;No precipitation
24.11.2012 22:00;11.3;761.8;768.2;94;Wind blowing from the west-northwest;1;;;
24.11.2012 19:00;14.6;761.6;767.8;87;Wind blowing from the east-northeast;2;;19.2;No precipitation
24.11.2012 16:00;18;761.2;767.3;74;Wind blowing from the south-west;1;;;
24.11.2012 13:00;18.8;765.8;767.2;76;Wind blowing from the north-northwest;2;;;0.2
24.11.2012 10:00;14.6;762.2;768.4;83;Wind blowing from the north-east;1;;;
24.11.2012 07:00;11.4;761.5;767.8;97;Wind blowing from the west-northwest;1;9.1;;0.2
24.11.2012 04:00;10.9;761.2;767.6;96;Wind blowing from the north-northwest;1;;;
24.11.2012 01:00;10.9;761.6;767.9;95;Wind blowing from the north;1;;;No precipitation
23.11.2012 22:00;13;761.8;768.1;91;Wind blowing from the north-northwest;0;;;
23.11.2012 19:00;13.9;761.2;767.4;89;Calm, no wind;0;;19.1;No precipitation
23.11.2012 16:00;17.7;760.3;766.5;74;Wind blowing from the west-northwest;2;;;
23.11.2012 13:00;18;760.5;766.6;78;Wind blowing from the east-northeast;1;;;No precipitation
23.11.2012 10:00;15.7;761.4;767.6;87;Wind blowing from the north-northeast;1;;;
23.11.2012 07:00;13.3;760.4;766.6;92;Wind blowing from the east-northeast;1;10.9;;No precipitation
23.11.2012 04:00;13.5;760.2;766.4;92;Wind blowing from the north-east;1;;;
23.11.2012 01:00;11.8;760.3;766.6;96;Wind blowing from the north-northwest;1;;;No precipitation
22.11.2012 22:00;14;760.5;766.8;94;Wind blowing from the north-west;0;;;
22.11.2012 19:00;16.1;760.2;766.4;87;Wind blowing from the north-east;1;;21.3;No precipitation
22.11.2012 16:00;18.9;759.8;765.9;77;Wind blowing from the south;1;;;
22.11.2012 13:00;20.5;759.8;765.8;60;Wind blowing from the south-southwest;3;;;No precipitation
22.11.2012 10:00;17.6;760.4;766.6;72;Wind blowing from the north;1;;;
22.11.2012 07:00;12.3;759.6;765.9;91;Wind blowing from the north-northwest;0;11.2;;No precipitation
22.11.2012 01:00;12.7;758.3;764.6;91;Wind blowing from the north-west;2;;;No precipitation
21.11.2012 22:00;15.9;758;764.2;77;Wind blowing from the north-northeast;5;;;
21.11.2012 19:00;16.3;757.2;763.4;77;Wind blowing from the east-northeast;2;;20.4;No precipitation
21.11.2012 16:00;18.3;756.4;762.6;71;Wind blowing from the north-northeast;2;;;
21.11.2012 13:00;19.4;755.7;761.8;63;Wind blowing from the east;2;;;No precipitation
21.11.2012 10:00;16.8;755.9;762.1;76;Wind blowing from the north-northeast;2;;;
21.11.2012 07:00;14.9;755.2;761.4;82;Wind blowing from the north-northeast;3;13.9;;0.4
21.11.2012 04:00;14.7;754.4;760.6;83;Wind blowing from the north;3;;;
21.11.2012 01:00;14.6;754.3;760.4;81;Wind blowing from the north-northeast;3;;;0.4
20.11.2012 22:00;14.6;754.4;760.6;84;Wind blowing from the north-northeast;2;;;
20.11.2012 19:00;15.6;753.6;759.8;75;Wind blowing from the north-northeast;1;;17.2;2
20.11.2012 16:00;16.6;752.6;758.7;82;Wind blowing from the north;1;;;
20.11.2012 13:00;16.4;752.3;758.5;86;Wind blowing from the north-northeast;2;;;2
20.11.2012 10:00;15.6;752.6;758.8;89;Wind blowing from the north;2;;;
20.11.2012 07:00;14.5;751.4;757.6;91;Wind blowing from the north;2;14.5;;2
20.11.2012 04:00;15.1;750.8;756.9;84;Wind blowing from the north-northeast;4;;;
20.11.2012 01:00;15.8;750.7;756.8;81;Wind blowing from the north;3;;;No precipitation
19.11.2012 22:00;15.9;751.1;757.3;82;Wind blowing from the north-northeast;3;;;
19.11.2012 19:00;16.1;751.3;757.4;88;Wind blowing from the north;2;;18.8;1
18.11.2012 13:00;20.8;752.6;758.7;65;Wind blowing from the south;0;;;No precipitation
18.11.2012 10:00;17.7;753.5;759.7;86;Wind blowing from the north;1;;;
18.11.2012 07:00;15.5;753.4;759.5;94;Wind blowing from the north-east;1;14.8;;16
18.11.2012 04:00;15.2;753.7;759.8;96;Wind blowing from the north-northwest;1;;;
17.11.2012 22:00;15.7;754.9;761;82;Wind blowing from the north;1;;;
17.11.2012 19:00;16.4;754.6;760.8;81;Wind blowing from the north-northeast;2;;19.3;No precipitation
17.11.2012 16:00;17.9;754.6;760.8;72;Wind blowing from the north;1;;;
17.11.2012 13:00;19.1;755;761.1;66;Wind blowing from the north;2;;;No precipitation
17.11.2012 10:00;16.4;756.1;762.2;74;Wind blowing from the north;3;;;
17.11.2012 07:00;14.1;755.7;761.9;83;Wind blowing from the north-east;4;13.2;;0.6
17.11.2012 04:00;13.8;755.9;762.2;80;Wind blowing from the north-northeast;2;;;
17.11.2012 01:00;14.2;756.4;762.7;82;Wind blowing from the east-northeast;4;;;0.6
16.11.2012 19:00;13.5;756.7;762.9;80;Wind blowing from the north-east;3;;18.3;0.4
16.11.2012 16:00;14.3;756.8;763;82;Wind blowing from the north-east;3;;;
16.11.2012 13:00;16.4;756.3;762.4;64;Wind blowing from the north-east;5;;;No precipitation
16.11.2012 10:00;16.7;756.8;762.9;60;Wind blowing from the east-northeast;5;;;
16.11.2012 07:00;13.5;756;762.2;70;Wind blowing from the north-northeast;3;12.6;;No precipitation
16.11.2012 04:00;13.3;755.8;762.1;72;Wind blowing from the north-northeast;2;;;
16.11.2012 01:00;13.3;756.3;762.5;71;Wind blowing from the north-northeast;3;;;No precipitation
15.11.2012 22:00;13.5;756.7;762.9;68;Wind blowing from the north-east;3;;;
15.11.2012 19:00;15.2;756.6;762.8;62;Wind blowing from the north-northeast;3;;19.3;No precipitation
15.11.2012 16:00;17.6;756;762.2;58;Wind blowing from the north-east;4;;;
15.11.2012 13:00;18.4;756.3;762.4;55;Wind blowing from the east-northeast;5;;;No precipitation
15.11.2012 10:00;17.2;757.4;763.5;60;Wind blowing from the east-northeast;4;;;
15.11.2012 07:00;16.1;757.5;763.6;62;Wind blowing from the north-northeast;3;15.2;;No precipitation
15.11.2012 04:00;15.9;757.6;763.9;65;Wind blowing from the north-northeast;3;;;
15.11.2012 01:00;16;758.4;764.6;62;Wind blowing from the north-northeast;3;;;No precipitation
14.11.2012 22:00;15.9;758.8;765;67;Wind blowing from the north-northeast;2;;;
14.11.2012 19:00;16.6;759;765.2;65;Wind blowing from the north-east;3;;22.4;No precipitation
14.11.2012 16:00;20.3;758.6;764.7;57;Wind blowing from the north-east;3;;;
14.11.2012 13:00;21.6;758.7;764.8;52;Wind blowing from the east-northeast;2;;;No precipitation
14.11.2012 10:00;20.3;760;766.1;58;Wind blowing from the east-northeast;4;;;
14.11.2012 07:00;16.9;759.8;766;71;Wind blowing from the north-northeast;3;15.8;;No precipitation
14.11.2012 04:00;16.6;760;766.2;74;Wind blowing from the north-east;3;;;
14.11.2012 01:00;17.1;760.4;766.6;72;Wind blowing from the north-east;2;;;No precipitation
13.11.2012 22:00;17.5;760.6;766.8;72;Wind blowing from the north-east;2;;;
13.11.2012 19:00;19;760.2;766.4;69;Wind blowing from the north;3;;24.7;No precipitation
13.11.2012 16:00;21.9;759.8;765.9;67;Wind blowing from the east-southeast;1;;;
13.11.2012 10:00;20.8;761.3;767.4;63;Wind blowing from the north-northeast;1;;;
13.11.2012 07:00;15.6;760.4;766.6;85;Wind blowing from the north-northwest;1;15.3;;No precipitation
13.11.2012 04:00;16.6;760.3;766.5;85;Wind blowing from the north-east;3;;;
13.11.2012 01:00;16.9;760.5;766.7;86;Wind blowing from the north-east;0;;;No precipitation
12.11.2012 22:00;17.7;760;766.2;90;Wind blowing from the north-east;2;;;
12.11.2012 19:00;20;760.2;766.4;82;Wind blowing from the north-east;1;;25;No precipitation
12.11.2012 16:00;22.7;758.7;764.7;73;Wind blowing from the south-southwest;2;;;
12.11.2012 13:00;23.4;758.3;764.3;63;Wind blowing from the west;3;;;No precipitation
12.11.2012 10:00;21.4;757.8;763.9;73;Wind blowing from the east-northeast;4;;;
12.11.2012 07:00;16.1;759.2;765.4;85;Wind blowing from the north-east;1;15.3;;No precipitation
11.11.2012 22:00;19.3;757.2;763.3;74;Wind blowing from the east-northeast;1;;;
11.11.2012 19:00;20.7;756.3;762.4;65;Wind blowing from the south;1;;24.3;No precipitation
11.11.2012 16:00;22.6;755.2;761.2;63;Wind blowing from the south;3;;;
11.11.2012 13:00;23.2;755.7;761.8;62;Wind blowing from the south-southwest;5;;;No precipitation
11.11.2012 10:00;22.4;755.9;761.9;64;Wind blowing from the south-west;3;;;
11.11.2012 07:00;13.7;755.1;761.3;77;Wind blowing from the west-northwest;1;10.8;;No precipitation
11.11.2012 04:00;11.5;755.1;761.3;86;Wind blowing from the north-northwest;1;;;
11.11.2012 01:00;12.4;756.2;762.4;86;Wind blowing from the north-west;1;;;No precipitation
10.11.2012 22:00;13.1;756.8;763;87;Wind blowing from the north;1;;;
10.11.2012 19:00;15.2;756.8;763;79;Wind blowing from the north-west;1;;20.5;No precipitation
10.11.2012 16:00;18.9;756.7;762.8;65;Wind blowing from the south;1;;;
10.11.2012 13:00;19.3;757;763.1;61;Wind blowing from the north-east;1;;;No precipitation
10.11.2012 10:00;15.1;758.5;764.7;73;Wind blowing from the north-east;1;;;
10.11.2012 07:00;10.8;758;764.4;85;Wind blowing from the north-northeast;2;9.3;;No precipitation
10.11.2012 04:00;10.4;757.6;763.9;89;Wind blowing from the north-northwest;1;;;
10.11.2012 01:00;10.7;758.3;764.6;89;Wind blowing from the north-northwest;1;;;No precipitation
09.11.2012 22:00;12.4;758.8;765.2;85;Wind blowing from the north-northwest;1;;;
09.11.2012 16:00;17.8;758.2;764.4;55;Wind blowing from the south-southwest;2;;;
09.11.2012 13:00;17.8;758.7;764.9;65;Wind blowing from the south-southwest;1;;;No precipitation
09.11.2012 10:00;16.7;759.8;766;74;Wind blowing from the north-northeast;1;;;
09.11.2012 07:00;8.9;759.2;765.5;93;Wind blowing from the north-west;1;7.6;;No precipitation
09.11.2012 04:00;8.5;759.3;765.7;93;Wind blowing from the north-west;0;;;
09.11.2012 01:00;8.8;760.4;766.7;87;Wind blowing from the north-west;0;;;No precipitation
08.11.2012 22:00;11.2;761;767.3;80;Wind blowing from the north-northeast;0;;;
08.11.2012 19:00;14.1;761.2;767.6;71;Wind blowing from the east;0;;19.5;No precipitation
08.11.2012 16:00;18;761.2;767.5;50;Wind blowing from the north-northwest;2;;;
08.11.2012 13:00;18.1;762.2;768.4;49;Wind blowing from the north-west;2;;;No precipitation
08.11.2012 10:00;15.7;763.4;769.6;55;Wind blowing from the north-northeast;1;;;
08.11.2012 07:00;10.2;763.6;769.9;67;Wind blowing from the north;2;8.2;;No precipitation
08.11.2012 04:00;10.5;763.3;769.6;68;Wind blowing from the north;2;;;
08.11.2012 01:00;11.5;763.7;770;65;Wind blowing from the north-west;3;;;No precipitation
07.11.2012 22:00;11.9;763.8;770.1;63;Wind blowing from the north-east;2;;;
07.11.2012 19:00;14.3;762.3;768.5;54;Wind blowing from the north-east;4;;19.4;0.2
07.11.2012 16:00;16.6;761;767.1;57;Wind blowing from the north-east;2;;;
07.11.2012 13:00;18.2;759.6;765.8;56;Wind blowing from the south-west;1;;;No precipitation
07.11.2012 10:00;16.5;760;766.2;78;Wind blowing from the north-east;3;;;
07.11.2012 07:00;13.6;759.2;765.4;91;Wind blowing from the north-east;2;13.3;;5
07.11.2012 04:00;13.7;758.8;765;90;Wind blowing from the north-northeast;0;;;
07.11.2012 01:00;15.4;758.6;764.8;88;Wind blowing from the north-northwest;2;;;3
06.11.2012 22:00;16.5;758.2;764.3;71;Wind blowing from the west-southwest;1;;;
06.11.2012 19:00;15.9;757.6;763.9;73;Wind blowing from the west-southwest;3;;20.2;No precipitation
06.11.2012 16:00;18.2;756.9;763;64;Wind blowing from the west-southwest;3;;;
06.11.2012 13:00;19.4;756.2;762.3;66;Wind blowing from the south-west;4;;;No precipitation
06.11.2012 10:00;18.7;756.2;762.4;65;Wind blowing from the south-west;2;;;
06.11.2012 07:00;14.9;755.2;761.4;86;Wind blowing from the north-west;0;13.4;;No precipitation
06.11.2012 04:00;16.2;754.5;760.7;81;Wind blowing from the east;2;;;
06.11.2012 01:00;16.6;754.4;760.6;74;Wind blowing from the west;3;;;No precipitation
05.11.2012 22:00;18.2;753.9;760;70;Wind blowing from the west-northwest;5;;;
05.11.2012 19:00;19.1;752.1;758.2;75;Wind blowing from the south-west;3;;23.3;No precipitation
05.11.2012 16:00;22.1;;;82;Wind blowing from the west-southwest;3;;;
05.11.2012 13:00;22.3;750.1;756.1;87;Wind blowing from the south-southwest;4;;;No precipitation
05.11.2012 10:00;22.7;750.9;756.9;85;Wind blowing from the south;4;;;
05.11.2012 07:00;22.6;750.4;756.4;80;Wind blowing from the south-southwest;5;19.5;;6
05.11.2012 04:00;22;750.5;756.5;81;Wind blowing from the south-southwest;6;;;
05.11.2012 01:00;20.5;752.4;758.4;83;Wind blowing from the south-southwest;5;;;3
04.11.2012 19:00;20.6;753.7;759.7;80;Wind blowing from the south;4;;20.7;2
04.11.2012 16:00;19;754;760.2;89;Wind blowing from the south;4;;;
04.11.2012 13:00;19.6;754.8;760.9;83;Wind blowing from the south;4;;;No precipitation
04.11.2012 10:00;20.2;756;762.2;75;Wind blowing from the south;3;;;
04.11.2012 07:00;18.2;755.6;761.8;80;Wind blowing from the south-southwest;2;14.8;;No precipitation
04.11.2012 04:00;16.2;756;762.2;77;Wind blowing from the east;0;;;
04.11.2012 01:00;15.9;756.8;763;77;Wind blowing from the north;1;;;No precipitation
03.11.2012 22:00;16.4;757.3;763.5;71;Wind blowing from the east-northeast;1;;;
03.11.2012 19:00;18;757.1;763.3;67;Wind blowing from the west-southwest;1;;21.8;No precipitation
03.11.2012 16:00;20.1;756.8;762.9;57;Wind blowing from the south-southwest;1;;;
03.11.2012 13:00;21.5;757.4;763.5;53;Wind blowing from the south-southwest;3;;;No precipitation
03.11.2012 10:00;20.3;757.6;763.7;73;Wind blowing from the south-southeast;2;;;
03.11.2012 07:00;12.8;756.8;763;96;Wind blowing from the north-east;0;11.8;;0.2
03.11.2012 04:00;14.3;756.4;762.6;94;Wind blowing from the west-northwest;1;;;
02.11.2012 22:00;13.3;756.1;762.3;86;Wind blowing from the south-west;1;;;
02.11.2012 19:00;16.8;755;761.1;84;Wind blowing from the south-west;1;;21.3;No precipitation
02.11.2012 16:00;18.9;753.9;760;73;Wind blowing from the west-southwest;2;;;
02.11.2012 13:00;20.7;752.8;758.9;62;Wind blowing from the west;4;;;No precipitation
02.11.2012 10:00;19.9;752.6;758.6;72;Wind blowing from the west-northwest;3;;;
02.11.2012 07:00;15.3;750.6;756.8;92;Wind blowing from the south-west;1;13;;No precipitation
02.11.2012 04:00;15.9;749.8;755.9;85;Wind blowing from the south-west;1;;;
02.11.2012 01:00;17.5;749.3;755.4;84;Wind blowing from the south-west;1;;;No precipitation
01.11.2012 22:00;18.6;748.9;755;77;Wind blowing from the south-west;3;;;
01.11.2012 19:00;17.8;748.1;754.2;74;Wind blowing from the south-west;2;;20;1
01.11.2012 16:00;17.9;747.2;753.2;72;Wind blowing from the west-southwest;3;;;
01.11.2012 13:00;17.7;746.1;752.2;83;Wind blowing from the west;2;;;1
01.11.2012 10:00;19;744.2;750.2;69;Wind blowing from the west-southwest;9;;;
01.11.2012 07:00;18.9;741.6;747.6;77;Wind blowing from the south-west;4;17.5;;9
01.11.2012 04:00;19.7;741.2;747.2;76;Wind blowing from the south-west;6;;;
01.11.2012 01:00;19.1;741.7;747.7;87;Wind blowing from the south-west;6;;;9
31.10.2012 22:00;19.3;742.2;748.2;88;Wind blowing from the south-southwest;7;;;
31.10.2012 19:00;17.7;743.1;749.2;86;Wind blowing from the south-southeast;3;;18.7;15
31.10.2012 16:00;16.4;744.6;750.7;85;Wind blowing from the south-southeast;3;;;
31.10.2012 13:00;16.8;746.9;753;70;Wind blowing from the east-southeast;3;;;0.4
31.10.2012 10:00;17.4;749;755.1;53;Wind blowing from the east;3;;;
31.10.2012 07:00;15.8;749.8;755.9;59;Wind blowing from the east;2;11;;No precipitation
31.10.2012 04:00;13.3;750.8;757;76;Wind blowing from the north-east;2;;;
31.10.2012 01:00;11.7;751.6;757.9;80;Wind blowing from the north-east;2;;;No precipitation
30.10.2012 22:00;14.2;752.7;758.9;70;Wind blowing from the east-northeast;2;;;
30.10.2012 19:00;14.5;752.8;759;67;Wind blowing from the east-northeast;1;;17.7;0.2
30.10.2012 16:00;15.8;752.9;759.1;57;Wind blowing from the south-west;0;;;
30.10.2012 13:00;16.5;753.4;759.5;41;Wind blowing from the north-west;1;;;0.2
30.10.2012 10:00;12.2;754.3;760.5;71;Wind blowing from the north-east;1;;;
30.10.2012 07:00;7;753.2;759.6;90;Wind blowing from the north;1;4.9;;No precipitation
30.10.2012 04:00;6.9;753.2;759.5;94;Wind blowing from the north-northeast;2;;;
