LAT;;;;;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584
LON;;;;;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327
ASL;;;;;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000
CITY;;;;;Basel;Basel;Basel;Basel;Basel;Basel;Basel;Basel;Basel;Basel;Basel;Basel
DOMAIN;;;;;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4
LEVEL;;;;;2 m above gnd;2 m above gnd;sfc;sfc;10 m above gnd;10 m above gnd;2 m above gnd;2 m above gnd;2 m above gnd;2 m above gnd;10 m above gnd;10 m above gnd
NAME;;;;;Temperature;Relative Humidity;Total Precipitation;Sunshine Duration;Wind Speed;Wind Direction;Temperature;Temperature;Relative Humidity;Relative Humidity;Wind Speed;Wind Speed
UNIT;;;;;°C;%;mm;min;km/h;°;°C;°C;%;%;km/h;km/h
AGGREGATION;;;;;daily mean;daily mean;daily sum;daily sum;daily mean;daily mean;daily max;daily min;daily max;daily min;daily max;daily min
UTC_OFFSET;;;;;2;2;2;2;2;2;2;2;2;2;2;2

Year;Month;Day;Hour;Minute;Temperature daily mean [2 m above gnd];Relative Humidity daily mean [2 m above gnd];Total Precipitation daily sum [sfc];Sunshine Duration daily sum [sfc];Wind Speed daily mean [10 m above gnd];Wind Direction daily mean [10 m above gnd];Temperature daily max [2 m above gnd];Temperature daily min [2 m above gnd];Relative Humidity daily max [2 m above gnd];Relative Humidity daily min [2 m above gnd];Wind Speed daily max [10 m above gnd];Wind Speed daily min [10 m above gnd]
2015;05;09;00;00;16.12;72.62;1.40;489.06;15.45;261.04;19.43;13.22;90.00;56.00;24.59;9.09
2015;05;10;00;00;16.07;63.21;0.00;786.88;5.72;181.24;21.86;9.43;83.00;42.00;10.23;1.30
2015;05;11;00;00;19.41;57.54;0.00;94.62;7.13;110.74;26.16;11.35;77.00;39.00;13.18;0.72
2015;05;12;00;00;22.24;57.67;0.00;592.10;8.61;176.85;28.79;15.39;76.00;34.00;20.36;1.02
2015;05;13;00;00;19.48;68.79;1.60;357.80;7.13;261.38;25.19;13.88;86.00;60.00;20.06;0.72
2015;05;14;00;00;18.29;65.62;1.10;25.53;18.75;276.30;21.09;15.17;87.00;53.00;24.54;11.77
2015;05;15;00;00;10.22;88.67;18.90;0.00;15.26;280.88;12.18;7.99;96.00;80.00;31.56;4.02
2015;05;16;00;00;14.34;73.54;0.00;593.41;11.96;296.75;20.84;8.35;96.00;47.00;21.86;6.70
2015;05;17;00;00;15.32;74.54;0.60;578.08;8.99;319.63;19.58;11.79;95.00;51.00;13.71;4.74
2015;05;18;00;00;16.15;70.79;0.00;601.64;6.33;259.31;22.46;10.48;89.00;54.00;14.08;0.72
2015;05;19;00;00;13.74;66.58;0.00;177.57;16.15;266.91;16.21;10.99;80.00;50.00;25.86;5.86
2015;05;20;00;00;10.22;67.29;3.90;0.00;15.40;292.99;11.47;8.45;87.00;58.00;21.48;7.93
2015;05;21;00;00;11.08;63.00;0.00;609.72;17.36;225.52;15.75;6.91;76.00;46.00;26.53;6.48
2015;05;22;00;00;12.67;62.83;0.00;213.29;8.89;159.22;18.75;7.15;83.00;38.00;17.65;3.55
2015;05;23;00;00;13.61;69.83;0.00;0.00;5.70;201.76;17.34;9.03;84.00;51.00;16.87;0.00
2015;05;24;00;00;15.31;72.62;0.00;690.00;7.06;310.80;19.32;10.59;89.00;58.00;16.24;0.36
2015;05;25;00;00;14.96;79.08;7.40;10.21;5.48;289.11;17.26;12.72;96.00;65.00;10.88;1.80
2015;05;26;00;00;12.21;79.46;0.20;232.34;15.34;337.31;14.57;9.47;95.00;64.00;21.75;7.29
2015;05;27;00;00;11.91;67.21;0.00;672.70;5.91;252.14;16.94;6.52;88.00;47.00;12.62;0.00
2015;05;28;00;00;15.60;57.96;0.00;816.16;8.66;227.72;22.33;8.42;77.00;36.00;18.64;1.80
2015;05;29;00;00;17.13;61.46;0.20;490.05;11.55;220.98;21.84;12.60;73.00;45.00;26.28;2.90
2015;05;30;00;00;15.53;67.08;0.70;147.83;14.17;263.42;18.28;11.51;77.00;56.00;23.40;4.10
2015;05;31;00;00;17.13;67.38;0.00;299.81;5.10;201.35;22.27;10.22;92.00;48.00;11.52;0.72
2015;06;01;00;00;17.74;73.38;2.90;159.60;9.12;238.24;19.79;15.14;88.00;62.00;15.83;1.14
2015;06;02;00;00;19.51;69.79;0.20;749.65;9.92;215.58;25.46;13.58;95.00;44.00;16.92;0.36
2015;06;03;00;00;21.27;61.96;0.00;795.44;9.13;247.17;25.25;15.19;78.00;44.00;17.87;2.10
2015;06;04;00;00;21.18;74.58;0.00;712.87;6.34;324.43;27.80;14.54;93.00;55.00;10.50;3.32
2015;06;05;00;00;25.14;66.33;0.40;847.41;4.47;213.08;31.21;18.19;96.00;43.00;11.62;0.80
2015;06;06;00;00;25.25;61.17;0.10;674.17;10.42;220.96;29.51;20.85;81.00;42.00;20.08;2.97
2015;06;07;00;00;20.68;75.12;1.70;362.38;7.97;223.77;25.21;15.44;93.00;61.00;16.12;1.53
2015;06;08;00;00;16.86;83.04;1.10;266.81;13.92;310.22;21.10;14.02;93.00;69.00;23.60;1.61
2015;06;09;00;00;15.79;77.75;0.00;241.41;12.28;233.35;20.56;12.38;95.00;56.00;20.96;6.88
2015;06;10;00;00;18.48;70.54;0.20;386.08;5.75;153.66;24.84;11.67;87.00;53.00;9.69;2.10
2015;06;11;00;00;22.00;66.42;0.00;859.66;6.60;111.15;27.20;16.37;88.00;48.00;11.88;1.44
2015;06;12;00;00;21.28;69.25;1.70;729.27;12.21;147.05;28.37;15.54;85.00;45.00;32.43;4.33
2015;06;13;00;00;20.51;71.71;19.30;779.87;5.16;147.65;24.64;16.33;90.00;54.00;9.57;1.44
2015;06;14;00;00;20.34;74.92;2.90;145.53;4.98;239.39;23.83;17.36;92.00;57.00;11.79;0.36
2015;06;15;00;00;17.21;89.04;14.10;1.91;5.00;191.93;19.15;15.52;97.00;78.00;12.98;0.36
2015;06;16;00;00;16.35;85.00;10.00;91.90;10.41;152.08;20.01;13.21;97.00;69.00;18.71;2.81
2015;06;17;00;00;15.95;70.21;0.00;772.46;9.92;223.04;21.35;9.28;92.00;53.00;18.06;2.88
2015;06;18;00;00;16.97;73.92;0.40;179.43;14.65;254.20;20.39;12.13;90.00;62.00;24.97;2.31
2015;06;19;00;00;15.94;68.25;0.00;365.78;13.96;320.00;19.62;11.53;93.00;50.00;19.06;10.08
2015;06;20;00;00;14.59;72.29;4.80;320.98;10.47;301.68;16.11;12.64;87.00;63.00;24.03;3.60
2015;06;21;00;00;15.25;75.29;4.90;145.80;10.24;218.81;20.77;9.84;89.00;60.00;18.06;1.08
2015;06;22;00;00;18.68;64.33;0.10;0.00;11.87;244.99;23.67;13.31;84.00;41.00;23.98;0.51
2015;06;23;00;00;14.93;67.12;0.00;752.47;16.35;295.91;18.11;11.44;92.00;49.00;21.19;4.21
2015;06;24;00;00;16.34;64.38;0.00;942.92;6.44;166.51;22.38;8.98;89.00;46.00;9.37;2.74
2015;06;25;00;00;19.58;59.08;0.00;697.26;5.79;213.84;24.52;13.40;79.00;41.00;10.31;2.90
2015;06;26;00;00;21.58;53.54;0.00;467.48;4.58;200.26;26.66;15.37;70.00;35.00;8.05;2.52
2015;06;27;00;00;21.70;59.12;0.90;524.17;11.93;220.19;27.49;18.20;69.00;43.00;26.11;1.48
2015;06;28;00;00;20.26;61.75;0.00;920.63;5.34;248.82;26.01;14.50;80.00;42.00;11.44;0.51
2015;06;29;00;00;23.04;56.92;0.00;795.25;4.49;217.36;28.57;16.75;75.00;39.00;8.79;0.00
2015;06;30;00;00;24.32;63.50;0.00;959.51;4.37;182.49;30.17;17.65;89.00;44.00;8.76;0.00
2015;07;01;00;00;26.29;56.88;0.00;958.77;9.04;105.25;32.85;18.80;80.00;32.00;13.20;5.80
2015;07;02;00;00;28.06;56.25;0.00;957.94;9.31;117.49;35.06;20.78;78.00;34.00;12.62;5.12
2015;07;03;00;00;29.58;50.79;0.00;880.57;9.69;122.08;35.13;24.29;72.00;32.00;14.80;4.80
2015;07;04;00;00;29.45;50.58;0.00;932.84;5.78;154.91;35.10;23.94;73.00;29.00;12.73;2.19
2015;07;05;00;00;29.96;47.83;0.00;947.79;10.44;159.04;36.70;23.58;80.00;30.00;17.73;2.81
2015;07;06;00;00;25.07;63.00;0.00;617.23;11.62;326.87;29.18;20.58;84.00;44.00;18.78;3.42
2015;07;07;00;00;27.90;60.88;2.10;818.45;8.58;221.75;35.12;19.33;90.00;37.00;17.65;1.08
2015;07;08;00;00;21.24;54.38;0.40;653.92;21.02;274.78;25.49;17.68;67.00;44.00;28.64;11.28
2015;07;09;00;00;18.68;58.17;0.00;812.36;13.80;244.75;22.38;14.52;75.00;44.00;20.95;5.35
2015;07;10;00;00;18.82;59.21;0.00;888.52;7.83;91.15;25.99;10.37;80.00;39.00;12.57;3.60
2015;07;11;00;00;22.63;58.04;0.00;852.37;14.59;200.38;29.90;14.16;84.00;35.00;27.82;1.94
2015;07;12;00;00;22.40;57.83;0.00;331.15;11.17;287.07;27.00;17.11;77.00;43.00;20.63;2.81
2015;07;13;00;00;22.13;58.17;0.00;389.76;7.79;222.84;25.98;18.47;69.00;46.00;17.78;0.51
2015;07;14;00;00;23.13;60.00;0.00;821.82;11.55;251.34;27.91;18.00;74.00;41.00;21.09;3.08
2015;07;15;00;00;24.02;57.17;0.00;865.76;5.14;274.14;29.57;17.96;76.00;37.00;10.85;0.80
2015;07;16;00;00;26.17;55.00;0.00;876.00;6.50;117.22;32.20;19.71;73.00;36.00;10.90;2.55
2015;07;17;00;00;27.63;48.46;0.00;722.24;7.74;185.69;33.65;21.19;74.00;26.00;15.27;0.72
2015;07;18;00;00;25.68;54.83;3.20;432.67;11.58;167.92;28.23;22.50;77.00;45.00;18.79;2.88
2015;07;19;00;00;24.75;64.67;2.10;493.94;14.17;210.42;31.03;19.26;88.00;41.00;28.52;0.72
2015;07;20;00;00;24.20;60.00;0.00;845.05;8.80;255.61;29.99;17.22;82.00;42.00;12.73;3.60
2015;07;21;00;00;26.36;56.88;0.00;868.46;4.32;215.18;32.12;19.48;75.00;41.00;7.75;0.51
2015;07;22;00;00;27.15;60.58;5.70;429.46;6.34;187.65;33.62;21.98;84.00;33.00;17.50;0.36
2015;07;23;00;00;21.31;75.21;2.80;180.00;11.34;250.03;23.77;18.66;91.00;60.00;20.42;2.55
2015;07;24;00;00;24.15;63.54;0.90;599.29;5.40;174.72;30.06;17.63;88.00;41.00;19.44;0.72
2015;07;25;00;00;20.34;60.42;5.60;745.04;21.45;252.79;22.47;16.38;84.00;43.00;38.52;4.51
2015;07;26;00;00;16.60;62.12;1.70;279.33;8.47;142.48;20.65;12.42;84.00;42.00;14.15;1.94
2015;07;27;00;00;19.21;61.50;0.20;640.17;21.82;237.69;23.27;15.26;85.00;43.00;31.04;4.51
2015;07;28;00;00;18.88;54.58;0.00;427.61;19.99;259.46;22.76;15.13;74.00;35.00;29.56;6.19
2015;07;29;00;00;17.02;68.29;1.80;226.85;10.16;238.99;19.03;15.12;84.00;55.00;17.65;0.80
2015;07;30;00;00;16.38;61.29;0.00;811.46;8.44;247.36;20.75;11.61;80.00;42.00;15.91;2.10
2015;07;31;00;00;17.70;57.67;0.00;530.33;8.89;128.16;24.52;9.86;81.00;34.00;18.45;1.14
2015;08;01;00;00;19.53;67.00;0.20;158.30;5.78;220.99;24.41;14.70;85.00;46.00;14.34;2.31
2015;08;02;00;00;21.73;66.96;0.00;627.13;9.30;147.26;27.26;17.13;88.00;44.00;18.10;3.98
2015;08;03;00;00;23.92;59.42;0.00;886.27;7.00;166.42;31.17;16.07;82.00;35.00;11.11;1.08
2015;08;04;00;00;21.91;70.29;1.90;351.49;9.91;221.93;25.76;17.50;85.00;49.00;23.22;0.80
2015;08;05;00;00;23.40;66.79;0.00;587.62;10.67;106.47;30.18;16.05;90.00;40.00;15.65;3.22
2015;08;06;00;00;27.24;54.50;0.00;907.77;7.91;142.13;34.30;18.93;82.00;27.00;11.97;1.61
2015;08;07;00;00;28.60;54.00;0.00;939.00;6.50;114.28;35.77;21.42;81.00;28.00;10.59;1.14
2015;08;08;00;00;27.78;47.67;0.70;782.96;12.66;215.29;32.51;23.36;78.00;39.00;28.80;2.90
2015;08;09;00;00;21.62;85.67;4.20;0.00;13.32;276.50;26.57;19.49;96.00;59.00;23.04;4.55
2015;08;10;00;00;21.79;78.71;3.40;409.86;7.47;273.72;25.29;18.46;92.00;63.00;14.57;0.72
2015;08;11;00;00;23.30;70.67;0.00;581.82;6.12;206.56;28.65;18.01;94.00;50.00;15.84;2.97
2015;08;12;00;00;25.48;64.38;0.00;911.53;6.55;104.88;30.93;19.82;87.00;42.00;12.25;2.90
2015;08;13;00;00;25.00;63.50;3.90;359.17;8.24;161.04;32.14;19.25;79.00;40.00;29.95;1.48
2015;08;14;00;00;21.40;73.92;1.20;302.35;7.31;198.16;26.06;18.01;91.00;52.00;16.62;0.51
2015;08;15;00;00;17.55;78.75;0.90;0.00;11.02;200.25;19.43;16.04;87.00;67.00;20.28;1.08
2015;08;16;00;00;15.99;83.54;1.40;160.21;9.12;295.04;18.65;14.10;94.00;71.00;13.28;1.94
2015;08;17;00;00;17.75;69.21;0.00;347.97;9.71;301.71;21.33;13.16;92.00;50.00;16.07;2.04
2015;08;18;00;00;17.69;57.50;0.00;855.20;6.62;263.83;22.65;11.50;73.00;41.00;11.37;0.80
2015;08;19;00;00;17.02;67.29;0.00;612.42;5.80;191.73;21.50;12.59;82.00;51.00;11.04;1.08
2015;08;20;00;00;18.05;65.12;0.00;766.92;6.30;110.61;23.45;12.92;85.00;42.00;12.59;3.32
2015;08;21;00;00;19.05;64.33;0.00;836.52;10.27;104.87;24.80;13.31;85.00;44.00;15.46;5.99
2015;08;22;00;00;19.76;60.83;0.00;836.06;11.57;110.24;26.28;12.85;81.00;38.00;15.73;7.75
2015;08;23;00;00;18.47;74.71;11.80;180.03;11.39;177.36;25.41;14.24;92.00;49.00;17.55;3.22
2015;08;24;00;00;17.57;79.67;7.30;40.85;14.87;162.80;21.37;15.71;94.00;55.00;21.38;3.60
2015;08;25;00;00;17.20;56.08;0.00;767.95;11.85;248.72;22.21;11.10;76.00;40.00;18.37;2.16
2015;08;26;00;00;20.14;55.71;0.00;756.46;12.25;122.25;27.59;12.64;81.00;37.00;16.78;7.15
2015;08;27;00;00;23.35;52.04;0.00;619.97;9.80;142.41;30.36;15.92;73.00;32.00;19.67;1.80
2015;08;28;00;00;25.92;46.00;0.00;718.32;6.75;189.06;30.93;21.08;65.00;35.00;15.27;0.36
2015;08;29;00;00;25.67;66.79;0.00;722.62;4.46;162.62;31.69;18.16;97.00;44.00;8.28;1.02
2015;08;30;00;00;27.22;52.50;0.00;745.67;5.29;220.01;32.33;22.16;80.00;29.00;11.09;0.80
2015;08;31;00;00;26.23;46.17;0.00;690.44;7.07;157.76;32.35;20.81;65.00;30.00;15.63;0.00
2015;09;01;00;00;20.83;65.42;5.40;118.66;16.43;225.70;25.76;15.60;87.00;45.00;45.35;1.08
2015;09;02;00;00;17.15;71.92;0.00;254.57;7.22;227.31;21.67;13.44;91.00;51.00;16.26;2.28
2015;09;03;00;00;16.79;66.17;0.40;268.24;6.44;238.30;19.65;12.56;82.00;48.00;10.16;0.51
2015;09;04;00;00;16.41;56.25;0.00;435.96;7.90;227.67;21.00;13.03;70.00;36.00;16.34;0.00
2015;09;05;00;00;14.68;60.67;0.00;384.62;10.11;305.35;18.23;11.44;77.00;43.00;18.28;1.80
2015;09;06;00;00;13.33;62.88;3.90;60.00;11.89;299.18;16.58;9.82;90.00;45.00;16.55;6.29
2015;09;07;00;00;13.63;61.33;0.00;723.36;8.38;168.25;18.64;8.41;77.00;45.00;19.08;0.80
2015;09;08;00;00;14.97;65.71;0.00;726.48;7.07;96.43;22.01;8.88;86.00;41.00;12.66;0.80
2015;09;09;00;00;14.73;62.17;0.00;761.36;9.98;111.91;21.94;7.85;79.00;40.00;19.91;0.36
2015;09;10;00;00;14.37;62.00;0.00;538.08;9.11;110.43;20.92;7.77;80.00;41.00;18.71;1.08
2015;09;11;00;00;16.13;60.08;0.10;577.12;7.51;161.40;23.42;8.97;78.00;38.00;12.76;0.51
2015;09;12;00;00;19.75;61.79;2.10;240.45;11.23;170.85;27.49;13.92;92.00;32.00;19.17;2.16
2015;09;13;00;00;19.85;73.25;5.30;494.20;11.53;149.72;25.78;15.01;94.00;45.00;23.84;3.98
2015;09;14;00;00;17.16;71.62;18.20;60.00;12.61;196.45;21.70;12.99;94.00;45.00;27.21;1.02
2015;09;15;00;00;15.19;63.75;0.00;0.00;8.98;191.38;19.49;10.00;78.00;45.00;14.97;5.05
2015;09;16;00;00;18.83;65.29;0.40;217.91;15.47;138.62;26.86;14.30;74.00;43.00;23.71;6.13
2015;09;17;00;00;16.03;73.96;34.10;156.68;11.99;180.51;20.41;12.80;97.00;43.00;20.89;2.60
2015;09;18;00;00;14.85;67.62;1.60;349.46;6.35;196.70;19.71;9.91;85.00;46.00;9.26;0.72
2015;09;19;00;00;13.87;73.33;2.90;330.25;9.61;228.95;16.30;10.53;83.00;67.00;15.83;3.42
2015;09;20;00;00;13.65;75.62;0.00;516.36;6.45;185.33;18.06;10.40;91.00;54.00;15.84;0.36
2015;09;21;00;00;14.22;72.42;0.00;758.77;4.09;117.14;20.41;7.75;96.00;49.00;9.03;0.72
2015;09;22;00;00;15.30;68.88;0.70;24.89;11.20;212.32;19.45;12.08;81.00;50.00;27.42;0.36
2015;09;23;00;00;11.88;73.75;2.10;349.78;18.25;268.18;14.33;9.19;82.00;64.00;29.16;10.00
2015;09;24;00;00;14.19;67.21;0.00;479.41;6.56;197.73;18.72;10.90;84.00;47.00;9.11;1.30
2015;09;25;00;00;14.31;68.71;0.00;666.49;7.13;173.48;19.80;9.39;84.00;51.00;12.14;3.05
2015;09;26;00;00;14.75;74.96;0.00;342.38;7.48;205.75;20.47;10.60;95.00;49.00;16.65;0.36
2015;09;27;00;00;12.81;70.04;0.00;482.21;12.07;163.28;19.18;7.36;94.00;43.00;25.81;2.16
2015;09;28;00;00;10.82;66.79;0.00;458.29;13.03;153.39;17.68;3.80;94.00;39.00;24.99;3.88
2015;09;29;00;00;11.32;62.12;0.00;549.58;15.18;107.51;17.89;3.09;93.00;41.00;27.45;2.31
2015;09;30;00;00;11.29;65.21;0.00;660.10;8.48;92.36;18.15;4.95;90.00;42.00;22.35;0.36
2015;10;01;00;00;10.25;69.00;0.00;685.75;6.74;144.17;17.70;3.95;89.00;47.00;14.69;1.08
2015;10;02;00;00;12.51;72.08;0.00;669.90;6.20;160.81;19.45;6.04;92.00;48.00;13.80;0.80
2015;10;03;00;00;15.51;70.88;0.00;451.02;5.44;144.84;20.54;10.78;88.00;54.00;10.85;1.94
2015;10;04;00;00;14.28;72.92;5.90;412.85;5.74;182.83;17.78;11.21;96.00;57.00;11.44;0.51
2015;10;05;00;00;15.54;72.25;8.50;32.55;13.40;126.33;21.75;10.02;87.00;43.00;18.63;9.02
2015;10;06;00;00;17.11;80.46;12.20;152.38;11.80;147.49;23.79;12.59;94.00;51.00;23.54;5.82
2015;10;07;00;00;14.68;72.58;0.00;287.60;15.97;254.80;17.50;13.12;84.00;55.00;24.61;4.83
2015;10;08;00;00;13.30;68.58;0.00;393.27;5.15;245.33;16.97;10.82;81.00;54.00;10.66;0.80
2015;10;09;00;00;13.25;77.17;0.00;582.38;3.22;204.33;18.32;9.42;90.00;59.00;7.42;0.51
2015;10;10;00;00;11.92;82.54;0.00;257.46;4.92;219.13;17.62;8.44;96.00;59.00;11.30;0.72
2015;10;11;00;00;11.27;78.12;0.00;267.45;8.85;204.10;17.03;6.84;95.00;54.00;18.39;2.60
2015;10;12;00;00;9.98;70.21;0.00;210.33;6.22;209.07;15.01;4.59;89.00;56.00;12.24;0.36
2015;10;13;00;00;9.84;69.04;0.00;316.59;9.45;238.35;14.03;5.99;86.00;47.00;24.22;0.00
2015;10;14;00;00;6.40;73.46;0.00;276.15;13.49;286.61;9.58;3.10;84.00;61.00;20.21;8.21
2015;10;15;00;00;5.34;83.00;9.60;0.00;12.31;332.42;8.58;3.01;93.00;71.00;16.10;7.57
2015;10;16;00;00;6.93;72.96;0.30;296.43;4.52;298.30;10.84;3.88;94.00;48.00;7.39;1.80
2015;10;17;00;00;7.23;68.38;1.40;282.11;5.15;134.85;11.22;3.91;81.00;52.00;7.79;1.80
2015;10;18;00;00;8.92;77.08;3.20;268.72;7.97;131.52;12.47;7.00;86.00;61.00;15.04;2.19
2015;10;19;00;00;7.84;73.38;0.00;474.54;5.91;171.38;11.65;4.33;87.00;60.00;11.30;0.36
2015;10;20;00;00;6.86;78.25;0.00;336.38;6.45;193.68;13.03;1.63;94.00;54.00;18.03;0.36
2015;10;21;00;00;9.86;70.71;0.00;291.45;7.03;214.37;13.05;6.96;82.00;60.00;14.58;1.53
2015;10;22;00;00;9.81;76.46;0.30;0.00;9.37;241.13;12.32;7.10;90.00;63.00;15.16;3.40
2015;10;23;00;00;11.85;79.33;0.00;253.66;4.55;179.85;16.35;9.53;90.00;64.00;10.82;0.00
2015;10;24;00;00;12.97;73.33;0.00;123.72;8.54;136.85;20.12;5.91;95.00;54.00;14.12;0.51
2015;10;25;00;00;14.64;72.62;0.20;350.73;6.66;253.23;17.77;11.50;88.00;56.00;13.32;2.16
2015;10;26;00;00;12.47;78.62;0.00;561.25;4.71;193.59;17.66;8.08;94.00;57.00;14.49;0.51
2015;10;27;00;00;12.59;75.00;0.00;585.06;7.77;115.58;17.57;8.78;94.00;48.00;11.02;2.16
2015;10;28;00;00;14.15;68.67;9.00;431.85;10.95;157.66;19.71;10.48;93.00;53.00;19.08;3.08
2015;10;29;00;00;12.25;78.54;4.80;359.32;9.25;196.18;15.48;9.44;88.00;64.00;20.19;2.97
2015;10;30;00;00;11.25;81.00;0.00;422.86;12.72;117.09;16.98;7.97;93.00;61.00;22.55;8.37
2015;10;31;00;00;11.89;81.12;0.00;523.62;10.07;111.76;16.86;8.65;97.00;60.00;18.06;3.32
2015;11;01;00;00;10.93;82.50;0.00;470.38;4.28;152.07;16.21;6.49;97.00;56.00;7.29;0.51
2015;11;02;00;00;9.80;71.38;0.00;600.76;5.48;133.30;15.17;3.98;90.00;48.00;9.09;0.00
2015;11;03;00;00;9.99;68.42;0.00;223.10;8.84;125.28;14.88;3.44;89.00;50.00;12.32;1.30
2015;11;04;00;00;12.88;70.17;0.00;399.44;7.92;105.92;18.46;8.96;80.00;53.00;12.07;4.02
2015;11;05;00;00;12.85;66.88;0.00;591.58;7.50;127.14;18.41;10.32;82.00;52.00;11.53;3.67
2015;11;06;00;00;14.04;70.62;0.00;551.04;7.93;174.98;20.05;9.05;85.00;60.00;18.36;3.42
2015;11;07;00;00;16.57;76.38;0.10;279.61;5.42;144.27;21.04;13.39;91.00;63.00;8.56;1.30
2015;11;08;00;00;16.04;69.83;0.00;538.63;8.78;138.27;21.27;13.19;91.00;41.00;14.02;4.38
2015;11;09;00;00;15.34;67.96;0.00;481.30;11.12;218.55;19.89;11.91;89.00;46.00;23.44;1.14
2015;11;10;00;00;12.40;79.58;0.00;563.23;8.10;224.96;15.53;7.41;91.00;59.00;15.33;1.48
2015;11;11;00;00;9.54;56.25;0.00;561.44;5.43;178.89;14.99;5.01;88.00;19.00;9.06;0.00
2015;11;12;00;00;10.56;68.58;0.00;553.46;6.89;130.03;14.65;8.01;81.00;49.00;11.75;3.55
2015;11;13;00;00;11.45;71.38;0.00;190.07;10.82;206.16;15.59;8.25;81.00;59.00;18.72;3.22
2015;11;14;00;00;9.90;72.58;0.00;335.08;12.04;273.81;12.19;6.30;93.00;53.00;21.08;6.64
2015;11;15;00;00;12.52;50.04;0.00;414.06;12.92;241.58;17.83;8.91;68.00;32.00;25.96;6.57
2015;11;16;00;00;11.24;55.17;0.00;517.85;8.13;197.57;16.92;7.77;75.00;40.00;13.85;2.04
2015;11;17;00;00;12.46;68.83;0.10;197.15;17.55;231.94;16.40;7.12;79.00;53.00;29.17;5.96
2015;11;18;00;00;13.27;72.92;0.10;446.66;20.05;256.81;16.08;9.81;84.00;56.00;28.39;10.70
2015;11;19;00;00;13.54;69.62;0.20;429.74;23.57;245.19;16.46;10.42;80.00;59.00;31.21;13.78
2015;11;20;00;00;13.90;78.58;17.00;13.19;36.61;255.34;15.79;7.82;94.00;61.00;47.71;27.10
2015;11;21;00;00;4.79;80.08;10.20;64.47;17.60;264.34;6.83;1.24;94.00;69.00;32.34;7.93
2015;11;22;00;00;2.34;80.92;2.20;234.80;16.72;285.05;4.57;1.21;91.00;63.00;27.53;7.52
2015;11;23;00;00;1.65;84.50;2.50;433.03;8.44;274.61;4.21;-0.15;96.00;71.00;18.53;2.41
2015;11;24;00;00;2.00;74.21;0.00;191.86;9.07;209.93;6.04;-0.94;91.00;54.00;23.01;0.72
2015;11;25;00;00;5.00;78.42;9.20;18.51;26.52;260.28;7.19;3.24;90.00;66.00;40.37;15.89
2015;11;26;00;00;4.33;85.62;1.10;0.00;13.81;293.40;5.78;3.31;91.00;76.00;23.24;4.32
2015;11;27;00;00;2.30;81.96;0.00;492.29;4.64;156.47;4.64;-0.76;94.00;72.00;8.50;0.80
2015;11;28;00;00;2.75;82.58;5.80;252.88;14.91;228.70;5.99;-0.42;92.00;72.00;29.66;3.24
2015;11;29;00;00;6.60;74.58;0.00;34.48;36.07;238.63;10.12;2.68;80.00;71.00;47.04;18.47
2015;11;30;00;00;9.95;74.92;0.10;329.73;40.55;249.06;11.97;8.60;80.00;69.00;48.80;33.82
2015;12;01;00;00;9.86;76.12;0.40;0.00;25.81;249.67;12.04;7.86;86.00;69.00;38.48;8.89
2015;12;02;00;00;8.29;82.12;0.00;282.29;6.83;134.69;11.59;6.36;97.00;69.00;10.50;2.55
2015;12;03;00;00;6.06;81.96;0.00;401.88;6.54;130.41;10.30;3.78;96.00;28.00;10.79;2.55
2015;12;04;00;00;6.57;63.42;0.00;1.58;6.68;155.26;8.90;4.57;94.00;31.00;9.42;1.61
2015;12;05;00;00;7.40;89.17;0.00;151.28;4.92;157.72;9.46;6.11;96.00;77.00;10.38;0.00
2015;12;06;00;00;9.33;75.67;0.00;539.79;8.84;167.98;14.39;6.22;82.00;63.00;19.45;2.04
2015;12;07;00;00;8.58;75.12;0.00;579.40;9.32;116.65;12.52;5.48;87.00;55.00;12.52;5.35
2015;12;08;00;00;7.70;68.00;0.00;578.17;6.56;121.61;11.45;4.95;78.00;63.00;8.31;4.10
2015;12;09;00;00;7.63;85.29;4.30;273.99;8.55;227.39;9.24;5.25;94.00;68.00;14.69;3.76
2015;12;10;00;00;4.25;72.00;0.00;574.95;13.78;121.93;8.59;1.33;93.00;29.00;28.88;6.49
2015;12;11;00;00;5.54;70.71;0.00;446.07;10.01;201.07;9.67;1.96;83.00;55.00;16.17;3.88
2015;12;12;00;00;6.64;79.62;0.00;431.53;7.99;208.13;10.96;2.41;90.00;68.00;12.48;1.61
2015;12;13;00;00;5.92;76.42;0.00;308.49;4.96;148.98;8.76;2.71;90.00;66.00;6.85;2.55
2015;12;14;00;00;5.91;82.29;0.00;560.34;9.60;116.24;10.51;3.24;94.00;69.00;13.10;5.94
2015;12;15;00;00;7.20;79.38;0.00;39.87;8.07;114.95;10.73;3.92;86.00;72.00;11.30;2.28
