LAT;;;;;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584
LON;;;;;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327
ASL;;;;;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000
CITY;;;;;Basel;Basel;Basel;Basel;Basel;Basel;Basel;Basel;Basel;Basel;Basel;Basel
DOMAIN;;;;;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4
LEVEL;;;;;2 m above gnd;2 m above gnd;sfc;sfc;10 m above gnd;10 m above gnd;2 m above gnd;2 m above gnd;2 m above gnd;2 m above gnd;10 m above gnd;10 m above gnd
NAME;;;;;Temperature;Relative Humidity;Total Precipitation;Sunshine Duration;Wind Speed;Wind Direction;Temperature;Temperature;Relative Humidity;Relative Humidity;Wind Speed;Wind Speed
UNIT;;;;;°C;%;mm;min;km/h;°;°C;°C;%;%;km/h;km/h
AGGREGATION;;;;;daily mean;daily mean;daily sum;daily sum;daily mean;daily mean;daily max;daily min;daily max;daily min;daily max;daily min
UTC_OFFSET;;;;;2;2;2;2;2;2;2;2;2;2;2;2

Year;Month;Day;Hour;Minute;Temperature daily mean [2 m above gnd];Relative Humidity daily mean [2 m above gnd];Total Precipitation daily sum [sfc];Sunshine Duration daily sum [sfc];Wind Speed daily mean [10 m above gnd];Wind Direction daily mean [10 m above gnd];Temperature daily max [2 m above gnd];Temperature daily min [2 m above gnd];Relative Humidity daily max [2 m above gnd];Relative Humidity daily min [2 m above gnd];Wind Speed daily max [10 m above gnd];Wind Speed daily min [10 m above gnd]
1997;05;17;00;00;20.82;73.92;0.70;510.12;2.78;166.84;25.01;16.06;100.00;54.00;4.55;1.43
1997;05;18;00;00;17.39;82.21;4.40;158.17;7.17;229.04;20.41;13.72;95.00;74.00;16.60;0.35
1997;05;19;00;00;17.82;73.62;0.00;247.02;4.59;171.21;24.76;10.26;100.00;49.00;7.06;3.45
1997;05;20;00;00;16.47;79.21;4.20;81.73;7.87;250.28;18.91;9.84;91.00;69.00;13.60;3.04
1997;05;21;00;00;12.58;78.08;0.80;316.22;18.45;236.13;17.74;5.70;96.00;59.00;30.36;5.31
1997;05;22;00;00;13.59;83.17;2.00;231.70;12.52;264.83;16.88;11.22;96.00;63.00;20.25;2.85
1997;05;23;00;00;14.04;78.92;0.00;79.73;3.86;75.11;19.68;8.75;100.00;57.00;7.35;0.35
1997;05;24;00;00;14.42;74.67;0.00;19.15;9.60;53.45;19.98;7.26;99.00;59.00;15.08;4.12
1997;05;25;00;00;15.01;67.96;0.00;851.74;10.10;57.78;21.47;6.53;89.00;49.00;14.67;5.33
1997;05;26;00;00;15.48;69.71;0.00;815.79;4.81;171.97;21.92;7.03;100.00;47.00;8.02;1.56
1997;05;27;00;00;15.80;65.46;0.00;859.72;6.21;227.66;21.74;9.36;83.00;48.00;11.36;0.66
1997;05;28;00;00;11.70;70.96;0.00;458.76;11.86;49.90;16.57;4.83;91.00;52.00;20.22;5.45
1997;05;29;00;00;13.07;66.83;0.00;774.23;11.35;60.42;20.98;1.73;94.00;43.00;18.07;4.90
1997;05;30;00;00;15.36;69.54;0.00;691.69;10.95;47.10;20.88;7.82;100.00;48.00;21.25;1.78
1997;05;31;00;00;12.67;58.67;0.00;881.04;20.31;68.96;19.29;2.40;96.00;36.00;29.34;11.73
1997;06;01;00;00;11.59;67.25;0.30;169.83;16.92;74.29;16.48;2.05;94.00;49.00;27.76;6.46
1997;06;02;00;00;16.59;74.04;2.30;36.97;4.36;111.09;20.81;11.04;91.00;54.00;6.21;1.65
1997;06;03;00;00;16.95;82.42;2.60;50.43;2.64;212.89;19.71;13.23;100.00;66.00;6.63;0.18
1997;06;04;00;00;18.81;69.46;0.00;772.84;3.39;123.30;23.12;14.29;90.00;52.00;8.69;1.02
1997;06;05;00;00;18.23;81.17;5.60;140.43;6.58;151.27;25.19;11.50;96.00;53.00;17.60;1.49
1997;06;06;00;00;19.87;73.79;0.00;402.95;3.44;184.22;25.23;13.09;100.00;50.00;8.06;0.57
1997;06;07;00;00;22.38;69.50;0.80;659.43;3.68;106.43;29.13;13.87;100.00;44.00;4.76;0.59
1997;06;08;00;00;21.08;77.67;11.70;279.50;5.39;245.90;24.81;17.05;97.00;55.00;11.60;2.28
1997;06;09;00;00;19.65;72.04;0.00;596.17;3.90;191.09;24.43;13.69;100.00;49.00;6.58;1.92
1997;06;10;00;00;22.45;63.96;0.00;641.78;5.96;83.67;28.27;13.79;99.00;40.00;9.89;2.53
1997;06;11;00;00;24.05;71.67;7.30;162.57;4.53;178.67;30.02;19.53;89.00;46.00;7.38;0.74
1997;06;12;00;00;21.27;79.08;2.60;164.68;6.13;256.99;24.51;18.75;98.00;52.00;9.53;1.31
1997;06;13;00;00;19.57;78.08;2.50;201.70;6.90;233.77;20.86;16.97;93.00;69.00;13.75;1.50
1997;06;14;00;00;18.46;80.29;2.70;524.73;14.04;231.53;21.63;13.64;98.00;58.00;25.15;2.65
1997;06;15;00;00;16.93;71.67;0.00;706.31;6.17;218.03;21.61;11.15;91.00;53.00;8.59;3.42
1997;06;16;00;00;17.88;75.17;2.30;423.40;3.43;117.60;24.32;11.69;100.00;47.00;7.74;1.29
1997;06;17;00;00;17.21;81.29;6.30;309.13;6.96;202.02;20.62;14.61;98.00;60.00;11.82;0.92
1997;06;18;00;00;15.99;75.04;0.00;760.66;4.57;224.48;20.57;10.45;100.00;59.00;7.51;1.31
1997;06;19;00;00;15.87;75.17;0.20;543.13;5.23;155.08;22.46;9.29;100.00;47.00;12.58;1.39
1997;06;20;00;00;15.81;74.79;0.80;50.43;14.78;248.50;19.47;11.26;92.00;56.00;21.59;3.83
1997;06;21;00;00;15.27;89.71;31.80;0.00;5.07;196.25;16.94;12.75;97.00;74.00;11.73;1.29
1997;06;22;00;00;13.52;85.42;22.60;152.63;13.37;238.00;17.22;10.42;97.00;59.00;21.01;8.97
1997;06;23;00;00;13.02;83.46;4.70;168.51;19.88;249.87;16.40;8.10;95.00;71.00;25.62;11.25
1997;06;24;00;00;13.70;87.58;8.20;307.27;13.22;258.16;15.69;10.92;98.00;72.00;18.95;5.78
1997;06;25;00;00;14.41;79.12;2.00;53.62;6.13;220.89;21.01;7.91;97.00;52.00;12.10;2.11
1997;06;26;00;00;14.40;91.96;12.50;0.00;7.60;179.35;16.83;11.90;98.00;82.00;9.99;5.35
1997;06;27;00;00;14.42;83.04;10.60;188.37;5.49;238.45;17.84;12.24;98.00;54.00;14.41;2.52
1997;06;28;00;00;15.75;71.04;0.00;424.96;5.48;184.48;22.25;6.47;92.00;56.00;8.98;0.57
1997;06;29;00;00;17.75;85.71;6.00;240.19;7.45;305.56;20.47;14.31;97.00;75.00;14.95;3.74
1997;06;30;00;00;16.35;72.25;1.20;425.90;15.75;244.98;19.59;11.38;96.00;54.00;19.57;3.90
1997;07;01;00;00;15.45;75.17;2.20;374.96;10.11;231.78;19.26;10.48;90.00;57.00;16.82;1.70
1997;07;02;00;00;17.09;74.54;10.30;11.90;6.43;185.45;22.11;9.28;97.00;54.00;15.79;2.04
1997;07;03;00;00;15.96;89.62;16.10;0.00;5.29;252.01;18.87;13.13;98.00;79.00;17.85;1.70
1997;07;04;00;00;16.97;83.42;6.30;63.83;3.52;248.14;18.86;15.07;96.00;67.00;6.75;0.57
1997;07;05;00;00;15.65;86.54;9.70;53.62;4.25;221.18;16.62;13.84;95.00;78.00;10.94;1.14
1997;07;06;00;00;15.19;87.62;4.20;138.37;6.81;286.94;16.89;13.44;97.00;78.00;9.71;3.58
1997;07;07;00;00;15.12;80.04;0.20;618.76;4.44;169.91;19.36;9.48;100.00;63.00;7.31;2.47
1997;07;08;00;00;18.26;76.17;0.00;638.30;6.91;41.58;23.48;12.94;95.00;57.00;13.91;0.81
1997;07;09;00;00;19.53;73.88;0.00;743.12;10.54;57.78;25.74;12.03;100.00;52.00;17.76;3.78
1997;07;10;00;00;19.91;75.04;0.60;364.19;3.85;69.32;25.90;13.52;100.00;51.00;6.52;1.21
1997;07;11;00;00;19.68;74.04;1.10;409.10;3.41;221.13;23.25;13.91;100.00;55.00;7.11;0.79
1997;07;12;00;00;20.19;72.25;0.70;505.37;3.85;217.35;24.34;13.88;98.00;56.00;7.38;0.66
1997;07;13;00;00;21.64;68.54;0.00;700.88;3.41;194.41;27.30;13.78;100.00;45.00;6.88;1.58
1997;07;14;00;00;20.36;79.67;7.50;7.66;5.43;209.04;23.33;16.31;91.00;65.00;10.69;1.26
1997;07;15;00;00;19.91;73.54;0.50;700.33;6.56;252.56;23.77;15.04;97.00;52.00;9.62;2.21
1997;07;16;00;00;21.18;68.00;0.00;827.89;2.97;63.00;27.11;13.12;97.00;47.00;4.69;0.43
1997;07;17;00;00;20.74;79.75;2.90;70.38;5.17;218.52;25.62;15.41;100.00;53.00;12.26;1.18
1997;07;18;00;00;16.41;89.79;11.00;54.26;14.78;274.91;19.83;14.40;98.00;83.00;21.33;5.53
1997;07;19;00;00;15.42;90.29;7.30;11.78;12.70;268.34;17.40;13.41;97.00;82.00;17.63;4.89
1997;07;20;00;00;15.56;84.04;0.90;240.89;3.87;270.44;18.65;13.09;100.00;64.00;5.92;2.47
1997;07;21;00;00;16.77;75.71;0.00;738.71;4.17;315.21;21.43;10.33;100.00;59.00;8.41;1.21
1997;07;22;00;00;19.23;74.88;0.00;700.78;3.39;101.73;25.30;12.48;100.00;51.00;8.20;0.24
1997;07;23;00;00;18.68;84.83;2.70;8.94;3.06;198.48;22.81;14.59;100.00;53.00;6.54;0.92
1997;07;24;00;00;20.46;78.38;0.00;362.55;4.38;313.51;25.01;16.19;100.00;51.00;7.80;2.20
1997;07;25;00;00;19.62;75.96;0.00;10.85;14.94;248.22;21.67;17.35;97.00;59.00;26.38;4.23
1997;07;26;00;00;17.83;82.88;2.90;300.68;7.87;256.28;22.31;15.21;96.00;62.00;16.29;3.56
1997;07;27;00;00;20.55;75.08;0.80;608.88;10.69;232.76;26.37;12.96;90.00;58.00;21.96;1.21
1997;07;28;00;00;21.28;76.50;0.00;564.26;3.78;68.90;26.35;16.23;100.00;51.00;7.93;0.24
1997;07;29;00;00;21.44;68.62;0.00;589.20;3.06;116.20;26.91;15.08;93.00;47.00;4.93;0.88
1997;07;30;00;00;21.41;67.67;0.00;806.91;3.61;196.07;27.06;13.78;100.00;42.00;7.93;1.31
1997;07;31;00;00;19.84;67.79;1.70;326.78;11.62;255.46;24.03;14.55;97.00;42.00;22.04;4.30
1997;08;01;00;00;15.71;89.67;5.40;0.00;6.78;267.45;17.88;14.54;98.00;76.00;9.57;2.51
1997;08;02;00;00;17.19;87.50;0.20;0.00;2.99;222.10;21.56;14.03;97.00;76.00;3.86;1.35
1997;08;03;00;00;21.08;84.21;3.40;112.92;1.28;152.29;24.81;17.38;98.00;73.00;1.89;0.51
1997;08;04;00;00;23.95;74.21;0.20;334.76;2.53;75.16;29.15;18.47;97.00;53.00;4.42;0.64
1997;08;05;00;00;25.17;70.54;0.00;616.61;4.32;57.23;30.13;19.44;96.00;50.00;6.28;2.04
1997;08;06;00;00;22.37;82.25;2.50;209.07;3.26;124.44;24.99;18.08;100.00;68.00;4.86;1.33
1997;08;07;00;00;22.07;82.00;0.10;271.79;3.22;126.48;26.08;18.97;99.00;55.00;7.21;1.33
1997;08;08;00;00;21.58;81.17;0.00;434.04;2.28;116.08;26.46;16.79;100.00;56.00;3.25;0.93
1997;08;09;00;00;21.66;76.21;0.00;693.95;4.93;82.14;27.54;16.20;100.00;51.00;9.76;2.18
1997;08;10;00;00;21.21;72.79;0.00;763.48;9.80;84.85;28.68;13.79;100.00;43.00;17.34;3.54
1997;08;11;00;00;22.39;71.88;0.00;871.38;4.67;133.48;30.79;12.37;95.00;45.00;7.80;1.43
1997;08;12;00;00;24.72;69.54;0.00;861.29;3.78;191.52;29.66;17.84;93.00;47.00;5.64;1.65
1997;08;13;00;00;23.04;78.88;8.40;295.88;5.83;212.51;27.91;17.49;97.00;61.00;13.26;2.11
1997;08;14;00;00;23.92;68.46;0.00;717.30;3.06;241.00;28.65;17.59;99.00;47.00;5.70;0.74
1997;08;15;00;00;23.17;69.12;0.00;762.53;3.33;231.15;28.67;16.52;100.00;45.00;5.40;0.57
1997;08;16;00;00;22.38;66.92;0.00;455.73;3.27;54.56;27.80;15.36;98.00;46.00;5.18;1.21
1997;08;17;00;00;22.25;70.83;3.70;246.48;2.35;192.34;25.45;18.55;83.00;57.00;3.86;0.84
1997;08;18;00;00;20.77;71.75;0.00;772.25;3.40;97.81;26.13;13.74;100.00;50.00;6.11;1.18
1997;08;19;00;00;21.40;68.67;0.00;753.93;3.35;79.18;26.48;14.86;100.00;46.00;5.90;1.56
1997;08;20;00;00;22.55;59.88;0.00;800.36;3.28;180.82;28.28;14.94;90.00;39.00;4.90;0.66
1997;08;21;00;00;22.10;60.88;0.00;804.61;2.96;198.53;28.15;13.67;94.00;38.00;4.00;1.99
1997;08;22;00;00;22.72;60.75;0.00;475.29;3.15;212.79;29.01;13.94;90.00;37.00;4.20;1.14
1997;08;23;00;00;24.29;63.58;0.30;9.57;2.36;107.86;28.57;20.63;76.00;47.00;4.30;0.23
1997;08;24;00;00;23.83;68.17;0.10;381.28;3.04;171.43;30.12;18.13;92.00;41.00;4.84;0.88
1997;08;25;00;00;24.27;65.50;0.00;736.59;3.83;151.27;31.19;15.85;95.00;39.00;5.64;2.43
1997;08;26;00;00;21.50;80.71;10.30;0.00;5.23;262.18;23.77;18.70;92.00;67.00;9.38;0.89
1997;08;27;00;00;23.17;69.79;0.10;392.35;3.99;187.31;28.01;17.06;100.00;41.00;7.15;2.24
1997;08;28;00;00;18.11;90.25;14.10;0.00;9.45;255.93;22.61;13.84;98.00;72.00;28.41;1.50
1997;08;29;00;00;14.05;85.04;3.00;245.66;17.35;248.55;16.31;12.45;96.00;73.00;24.03;8.23
1997;08;30;00;00;15.59;86.29;2.30;5.74;9.20;220.16;19.66;11.59;96.00;63.00;17.95;5.24
1997;08;31;00;00;21.25;74.25;0.00;741.19;5.57;122.46;28.48;13.68;100.00;49.00;10.56;2.77
1997;09;01;00;00;22.68;71.83;1.30;375.49;4.71;236.42;29.76;14.27;94.00;49.00;7.26;2.56
1997;09;02;00;00;20.02;85.50;13.30;0.00;5.64;295.83;22.52;18.61;97.00;68.00;8.29;1.89
1997;09;03;00;00;19.70;88.21;9.30;264.88;4.88;305.40;22.93;17.73;98.00;68.00;7.62;1.19
1997;09;04;00;00;21.20;77.42;0.00;298.51;2.09;196.86;25.78;16.44;100.00;59.00;3.21;1.00
1997;09;05;00;00;22.40;71.12;0.00;384.13;3.91;205.79;28.46;15.23;100.00;44.00;8.91;1.17
1997;09;06;00;00;21.37;71.12;0.20;337.78;4.82;285.80;25.49;16.13;100.00;50.00;8.59;1.70
1997;09;07;00;00;17.66;69.12;0.00;204.25;6.88;270.24;21.29;12.70;100.00;48.00;14.52;2.87
1997;09;08;00;00;16.87;71.12;0.00;761.00;3.98;175.54;23.28;9.28;100.00;48.00;8.42;0.93
1997;09;09;00;00;18.04;71.75;0.00;719.43;7.09;264.69;24.69;11.31;100.00;44.00;15.85;1.56
1997;09;10;00;00;14.92;75.96;0.00;644.01;6.74;45.24;21.40;9.49;100.00;47.00;9.29;4.20
1997;09;11;00;00;16.27;67.62;0.00;748.33;5.91;149.70;27.24;5.26;90.00;44.00;11.60;3.63
1997;09;12;00;00;19.61;68.21;2.10;572.54;9.40;221.27;27.75;10.07;96.00;41.00;20.29;4.54
1997;09;13;00;00;15.64;83.50;17.30;45.09;11.29;261.72;18.12;9.06;98.00;55.00;21.90;4.03
1997;09;14;00;00;13.30;69.46;0.00;0.00;4.19;95.26;17.29;9.38;94.00;48.00;7.97;1.02
1997;09;15;00;00;13.59;65.38;0.00;783.39;8.76;67.17;20.94;4.50;100.00;39.00;16.72;3.89
1997;09;16;00;00;15.76;72.42;0.00;282.56;3.22;164.30;24.65;7.00;100.00;46.00;4.46;0.74
1997;09;17;00;00;18.81;69.42;0.00;545.40;3.99;190.18;25.92;9.93;98.00;41.00;6.21;1.39
1997;09;18;00;00;20.38;65.12;0.00;717.94;2.74;221.54;26.36;13.16;96.00;43.00;5.30;0.43
1997;09;19;00;00;19.58;67.88;0.00;662.45;4.43;212.05;25.89;11.67;92.00;45.00;8.36;2.43
1997;09;20;00;00;16.58;83.08;0.00;297.39;8.73;51.57;21.36;12.09;98.00;63.00;15.26;4.08
1997;09;21;00;00;15.34;74.88;0.00;420.97;4.53;65.00;22.91;7.59;100.00;52.00;5.50;3.18
1997;09;22;00;00;18.04;73.04;0.20;2.55;3.53;101.52;22.42;13.07;96.00;54.00;5.10;1.35
1997;09;23;00;00;17.68;69.62;0.00;695.36;4.87;61.54;24.16;11.53;100.00;41.00;8.83;1.95
1997;09;24;00;00;15.48;74.92;0.00;433.03;7.49;60.24;23.56;8.91;100.00;46.00;15.11;2.44
1997;09;25;00;00;15.11;76.54;0.00;609.75;5.16;77.79;23.58;7.84;100.00;51.00;8.30;2.86
1997;09;26;00;00;15.68;74.75;0.00;548.52;5.13;80.00;23.37;9.42;100.00;47.00;9.21;2.90
1997;09;27;00;00;15.67;71.83;0.00;513.95;2.95;89.40;23.23;8.82;100.00;39.00;4.00;1.78
1997;09;28;00;00;16.69;67.04;0.00;442.27;2.75;99.14;23.94;7.81;100.00;38.00;4.06;1.21
1997;09;29;00;00;18.69;63.38;0.00;673.78;2.42;185.93;24.90;11.64;90.00;42.00;5.23;0.57
1997;09;30;00;00;19.22;62.21;0.00;633.26;2.49;149.55;25.33;13.53;84.00;40.00;4.89;0.43
1997;10;01;00;00;19.86;63.00;0.00;232.90;10.61;247.41;25.74;15.55;77.00;43.00;22.39;2.34
1997;10;02;00;00;16.97;75.38;0.00;639.02;11.00;273.00;22.68;11.93;94.00;54.00;19.40;5.77
1997;10;03;00;00;13.83;72.29;0.00;575.99;5.97;120.46;18.25;9.67;100.00;46.00;8.93;3.66
1997;10;04;00;00;13.41;69.00;0.00;523.44;2.77;169.65;21.18;6.49;100.00;39.00;6.02;0.89
1997;10;05;00;00;16.00;62.79;0.00;632.22;3.35;171.78;25.11;6.42;100.00;35.00;6.38;0.92
1997;10;06;00;00;18.46;60.12;0.00;522.09;4.03;152.84;26.68;8.89;86.00;38.00;5.26;1.70
1997;10;07;00;00;18.77;77.21;4.00;0.00;7.53;201.19;22.24;15.59;94.00;61.00;14.73;2.43
1997;10;08;00;00;18.36;75.42;0.60;52.34;11.95;236.44;23.76;13.84;98.00;46.00;21.35;5.31
1997;10;09;00;00;19.07;69.62;0.50;192.38;20.56;242.23;21.77;16.63;80.00;54.00;30.35;6.18
1997;10;10;00;00;17.52;81.50;3.30;0.58;21.79;250.17;21.62;12.83;94.00;54.00;32.15;12.41
1997;10;11;00;00;13.37;75.17;0.90;0.00;17.83;253.02;17.00;10.41;98.00;41.00;28.69;11.63
1997;10;12;00;00;11.47;87.67;19.00;121.28;19.10;272.25;14.18;8.56;94.00;77.00;30.46;11.84
1997;10;13;00;00;7.69;83.88;2.00;0.00;12.35;271.13;8.70;6.46;93.00;68.00;17.65;8.23
1997;10;14;00;00;7.23;88.21;5.40;45.96;10.85;276.03;9.07;4.86;98.00;74.00;16.60;8.09
1997;10;15;00;00;7.52;88.04;6.00;0.00;9.65;246.82;9.11;6.33;97.00;72.00;12.06;4.98
1997;10;16;00;00;9.61;93.04;3.30;0.00;5.24;212.97;12.23;7.16;99.00;80.00;7.96;0.57
1997;10;17;00;00;13.12;76.88;0.00;558.76;3.28;113.08;18.89;7.75;100.00;51.00;4.28;2.12
1997;10;18;00;00;14.31;74.21;0.00;569.91;2.92;103.34;21.88;6.97;100.00;45.00;4.02;0.51
1997;10;19;00;00;15.07;74.00;0.00;572.97;3.04;129.99;22.52;8.29;100.00;45.00;4.15;1.92
1997;10;20;00;00;14.77;72.58;0.00;350.44;4.04;123.60;21.94;7.38;90.00;47.00;6.39;0.18
1997;10;21;00;00;13.01;84.33;0.00;86.23;9.67;56.21;16.84;7.14;97.00;65.00;14.76;5.75
1997;10;22;00;00;9.45;82.17;0.00;392.03;3.79;65.87;16.32;3.80;99.00;61.00;5.69;1.17
1997;10;23;00;00;10.45;80.04;0.00;419.05;5.61;45.22;17.12;6.61;100.00;52.00;8.89;3.45
1997;10;24;00;00;6.10;75.67;0.00;348.84;8.93;50.60;10.40;-0.15;99.00;56.00;14.19;5.10
1997;10;25;00;00;5.49;70.33;0.00;625.87;4.73;69.04;10.53;0.12;91.00;50.00;8.34;2.02
1997;10;26;00;00;7.37;69.25;0.00;616.34;2.93;172.15;13.85;1.51;90.00;46.00;5.17;0.64
1997;10;27;00;00;6.57;80.67;0.00;0.00;12.33;55.90;11.18;-0.64;100.00;63.00;29.95;3.34
1997;10;28;00;00;1.63;55.04;0.00;572.76;31.25;74.58;8.63;-3.19;88.00;31.00;54.73;13.04
1997;10;29;00;00;0.92;62.96;0.00;613.19;8.23;55.51;9.76;-5.47;96.00;31.00;12.53;4.61
1997;10;30;00;00;2.17;61.96;0.00;610.05;5.88;46.96;9.33;-3.47;81.00;40.00;10.93;3.10
1997;10;31;00;00;3.33;69.25;0.00;606.92;3.54;49.79;10.02;-2.00;91.00;46.00;6.21;2.02
1997;11;01;00;00;6.07;67.50;0.00;603.83;2.70;59.68;12.97;0.31;86.00;47.00;4.47;0.64
1997;11;02;00;00;7.98;74.00;0.00;569.59;2.60;178.61;14.73;1.99;100.00;47.00;4.30;0.79
1997;11;03;00;00;7.94;78.54;0.00;431.79;3.99;83.94;15.50;2.23;99.00;51.00;6.48;2.53
1997;11;04;00;00;9.06;73.88;0.00;64.47;3.38;116.86;17.03;1.83;100.00;48.00;5.57;1.00
1997;11;05;00;00;11.93;80.25;1.60;0.00;3.10;103.38;15.57;9.63;98.00;65.00;4.32;1.14
1997;11;06;00;00;12.19;85.33;11.50;0.00;3.99;122.98;16.43;9.14;98.00;66.00;5.87;2.47
1997;11;07;00;00;11.93;78.92;1.40;0.00;8.79;212.00;14.41;8.68;92.00;66.00;24.37;1.96
1997;11;08;00;00;9.79;84.04;1.10;149.84;9.61;187.53;14.15;4.38;95.00;66.00;24.91;2.65
1997;11;09;00;00;7.22;89.54;10.80;55.29;10.33;190.66;11.12;2.92;96.00;80.00;23.45;4.80
1997;11;10;00;00;9.86;81.67;2.60;85.97;15.26;224.59;12.61;6.29;92.00;67.00;24.07;8.81
1997;11;11;00;00;9.51;80.54;0.80;4.47;5.20;127.40;12.84;5.45;98.00;58.00;8.83;2.36
1997;11;12;00;00;8.27;87.29;5.50;0.00;8.38;227.21;10.72;4.18;98.00;76.00;14.54;1.46
1997;11;13;00;00;7.11;84.08;0.00;41.06;5.72;243.54;8.84;4.24;96.00;71.00;9.56;1.35
1997;11;14;00;00;6.94;75.42;0.00;323.94;3.16;242.97;10.95;4.67;90.00;54.00;7.00;0.43
1997;11;15;00;00;6.85;67.25;0.00;342.10;3.86;163.84;12.33;1.98;89.00;47.00;4.78;2.78
1997;11;16;00;00;7.47;82.88;3.70;0.00;2.95;152.49;9.01;5.34;96.00;64.00;4.34;1.89
1997;11;17;00;00;7.12;91.25;0.00;30.96;4.82;76.08;8.61;2.41;97.00;83.00;8.08;3.15
1997;11;18;00;00;4.85;78.33;0.00;460.70;4.86;101.26;11.52;0.03;98.00;52.00;7.93;2.18
1997;11;19;00;00;4.40;76.33;0.00;421.81;6.11;98.20;8.99;0.12;100.00;55.00;7.55;4.55
1997;11;20;00;00;7.89;89.58;10.20;12.77;8.08;185.66;12.29;3.96;96.00;78.00;12.87;3.81
1997;11;21;00;00;9.21;86.42;0.30;107.46;7.41;198.33;12.07;5.93;96.00;73.00;10.94;3.62
1997;11;22;00;00;5.41;85.96;0.00;446.59;5.30;77.45;11.12;1.20;100.00;58.00;7.77;3.62
1997;11;23;00;00;4.92;83.96;0.00;103.03;2.63;63.10;9.88;2.15;98.00;63.00;4.66;1.24
1997;11;24;00;00;4.69;82.92;0.00;0.00;6.49;86.57;8.32;0.97;100.00;66.00;10.98;2.52
1997;11;25;00;00;8.92;66.71;0.00;79.63;2.61;148.01;14.22;4.81;85.00;41.00;4.26;1.35
1997;11;26;00;00;6.87;82.50;0.00;428.90;4.31;82.62;12.68;0.93;100.00;59.00;5.50;3.21
1997;11;27;00;00;7.34;77.96;0.00;63.83;3.76;150.37;13.72;1.37;100.00;53.00;5.23;1.13
1997;11;28;00;00;10.85;87.46;7.60;12.13;3.75;172.80;14.62;8.01;98.00;71.00;7.60;2.24
1997;11;29;00;00;10.27;88.71;2.20;0.00;8.29;226.44;11.63;7.64;98.00;78.00;15.58;2.34
1997;11;30;00;00;7.83;91.25;4.40;0.00;8.13;224.01;9.13;6.81;98.00;83.00;13.41;2.47
1997;12;01;00;00;6.38;89.83;5.50;0.00;12.74;248.60;7.90;4.12;99.00;77.00;19.11;1.21
1997;12;02;00;00;2.86;90.58;7.50;141.06;16.77;168.72;4.95;0.80;96.00;81.00;42.68;5.47
1997;12;03;00;00;0.83;91.25;4.90;0.00;9.78;290.27;1.41;0.26;97.00;85.00;13.72;5.82
1997;12;04;00;00;1.33;91.08;0.40;0.00;7.62;112.68;3.05;-0.23;100.00;79.00;11.44;2.28
1997;12;05;00;00;1.42;88.71;0.00;0.00;7.88;48.37;2.87;0.05;98.00;76.00;9.15;5.90
1997;12;06;00;00;1.63;83.12;0.00;275.18;3.00;122.94;4.43;-0.58;100.00;65.00;5.24;1.58
1997;12;07;00;00;3.04;73.96;0.00;166.83;2.95;166.28;8.06;-0.63;89.00;57.00;4.89;1.00
1997;12;08;00;00;4.99;84.50;0.20;0.00;7.43;199.24;10.32;1.79;99.00;54.00;11.31;4.78
1997;12;09;00;00;4.94;93.00;0.00;0.00;9.45;203.50;8.58;1.17;100.00;83.00;15.63;7.16
1997;12;10;00;00;7.30;90.25;1.70;5.74;14.83;209.40;12.89;4.45;100.00;72.00;22.17;10.47
1997;12;11;00;00;8.93;96.71;19.50;0.00;12.21;221.74;12.07;6.78;100.00;91.00;20.87;6.43
1997;12;12;00;00;7.84;91.88;10.10;0.00;28.51;267.20;12.28;5.95;98.00;86.00;32.10;19.71
1997;12;13;00;00;4.45;87.46;3.90;65.74;16.07;293.23;5.88;3.27;97.00;74.00;31.79;3.86
1997;12;14;00;00;2.69;90.96;3.30;0.00;8.45;267.40;4.43;0.87;100.00;75.00;12.85;4.31
1997;12;15;00;00;1.96;87.08;0.60;402.64;23.71;113.67;3.68;-0.05;94.00;73.00;42.71;6.71
1997;12;16;00;00;-1.30;81.42;0.00;281.35;13.28;83.60;1.67;-3.07;93.00;67.00;27.69;7.33
1997;12;17;00;00;2.49;77.46;0.00;0.00;7.51;97.70;6.08;-3.02;94.00;59.00;8.92;4.86
1997;12;18;00;00;6.84;86.04;0.50;0.00;6.96;117.17;9.49;4.90;94.00;66.00;9.66;2.92
1997;12;19;00;00;7.72;87.83;1.90;57.25;2.65;114.41;11.19;4.53;100.00;67.00;3.86;0.35
1997;12;20;00;00;8.72;88.46;6.60;0.00;3.70;209.45;10.58;6.73;97.00;74.00;11.83;0.57
1997;12;21;00;00;7.36;94.67;24.60;0.00;19.81;257.46;8.35;5.01;99.00;91.00;26.34;12.71
1997;12;22;00;00;5.40;88.71;8.30;0.00;7.65;225.95;8.90;3.62;96.00;75.00;18.72;1.54
1997;12;23;00;00;6.00;90.79;0.80;0.00;6.30;202.34;8.36;3.91;97.00;80.00;11.90;2.22
